   2.7562521e-01	   6.9946874e+01	   1.2582752e+01	   3.4644916e-11	   8.2529626e+01	
   3.8871829e-01	   7.1578110e+01	   3.8731016e+00	   2.3979029e-11	   7.5451211e+01	
   4.5311710e-01	   6.9314376e+01	   4.0803573e+00	   2.3985210e-11	   7.3394733e+01	
   5.0792007e-01	   7.3368031e+01	   2.9678612e+00	   2.4182679e-11	   7.6335892e+01	
   5.6121984e-01	   7.4238724e+01	   2.6149908e+00	   2.3750489e-11	   7.6853715e+01	
   6.0334592e-01	   7.4840491e+01	   3.4093138e+00	   2.2401007e-11	   7.8249804e+01	
   6.5292549e-01	   6.4686350e+01	   2.8496591e+00	   1.6756923e-11	   6.7536009e+01	
   6.9452651e-01	   7.2645546e+01	   3.8641198e+00	   2.2583990e-11	   7.6509665e+01	
   7.3549223e-01	   6.9504479e+01	   3.9910345e+00	   1.7771450e-11	   7.3495513e+01	
   7.7708504e-01	   7.1309259e+01	   3.3039414e+00	   1.5857444e-11	   7.4613200e+01	
   8.1983489e-01	   6.8559485e+01	   5.7522491e+00	   1.6981666e-11	   7.4311734e+01	
   8.6234486e-01	   6.7638117e+01	   3.8259964e+00	   1.7009243e-11	   7.1464114e+01	
   9.0900164e-01	   7.0044721e+01	   4.5385174e+00	   1.3945208e-11	   7.4583239e+01	
   9.5526725e-01	   6.4378705e+01	   5.2285337e+00	   1.2926660e-11	   6.9607239e+01	
   1.0027095e+00	   6.7682985e+01	   5.6203697e+00	   1.7303832e-11	   7.3303354e+01	
   1.0510052e+00	   7.0353391e+01	   6.0511291e+00	   1.5899477e-11	   7.6404520e+01	
   1.1023341e+00	   6.8416590e+01	   5.8710794e+00	   1.3546073e-11	   7.4287670e+01	
   1.1550616e+00	   6.7712480e+01	   5.9958487e+00	   1.2644879e-11	   7.3708329e+01	
   1.2125023e+00	   7.0179570e+01	   5.3253338e+00	   1.3559102e-11	   7.5504904e+01	
   1.2708993e+00	   6.9788823e+01	   5.4925152e+00	   1.1849720e-11	   7.5281338e+01	
   1.3369213e+00	   6.5490846e+01	   6.8238994e+00	   1.2617506e-11	   7.2314745e+01	
   1.4092505e+00	   6.4793846e+01	   5.8835113e+00	   9.2010067e-12	   7.0677357e+01	
   1.4891499e+00	   6.7203734e+01	   8.0132511e+00	   1.2569410e-11	   7.5216985e+01	
   1.5698547e+00	   6.7384538e+01	   5.2782256e+00	   1.1936960e-11	   7.2662763e+01	
   1.6679849e+00	   6.9591255e+01	   6.6245161e+00	   1.2406606e-11	   7.6215771e+01	
   1.7795266e+00	   6.1494902e+01	   8.5302532e+00	   1.1707785e-11	   7.0025155e+01	
   1.9208035e+00	   6.4248981e+01	   8.5413400e+00	   1.2377160e-11	   7.2790321e+01	
   2.0847797e+00	   6.4121868e+01	   8.4581612e+00	   1.3242898e-11	   7.2580029e+01	
   2.3441538e+00	   6.0803050e+01	   9.7348615e+00	   1.4819457e-11	   7.0537911e+01	
   2.9257415e+00	   5.7451801e+01	   8.6865192e+00	   1.1817721e-11	   6.6138321e+01	
