   2.7423729e-01	   6.8301636e+01	   1.0868727e+01	   3.1813440e-11	   7.9170363e+01	
   3.8642493e-01	   7.0060294e+01	   3.2889005e+00	   2.7919233e-11	   7.3349195e+01	
   4.5634922e-01	   7.2411166e+01	   2.5900059e+00	   2.5754987e-11	   7.5001172e+01	
   5.1466812e-01	   7.3284311e+01	   2.8212996e+00	   2.8224181e-11	   7.6105611e+01	
   5.6314864e-01	   7.3432132e+01	   3.5772826e+00	   2.0712871e-11	   7.7009414e+01	
   6.0730914e-01	   7.2229882e+01	   3.2700748e+00	   2.1139974e-11	   7.5499957e+01	
   6.5327232e-01	   7.1018037e+01	   3.6450977e+00	   1.7840542e-11	   7.4663135e+01	
   6.9374385e-01	   6.9531879e+01	   4.2092887e+00	   1.6375275e-11	   7.3741168e+01	
   7.3801101e-01	   6.6825654e+01	   3.5727665e+00	   1.3733531e-11	   7.0398421e+01	
   7.8183904e-01	   6.9574569e+01	   4.4094335e+00	   1.9007481e-11	   7.3984002e+01	
   8.2591659e-01	   6.9192030e+01	   4.1861510e+00	   1.9682136e-11	   7.3378181e+01	
   8.6587573e-01	   6.9216163e+01	   4.6420695e+00	   1.3531279e-11	   7.3858233e+01	
   9.0720903e-01	   6.8291307e+01	   4.9760329e+00	   1.4553642e-11	   7.3267340e+01	
   9.5649357e-01	   6.9542045e+01	   4.4226896e+00	   1.1526069e-11	   7.3964734e+01	
   1.0048546e+00	   6.7899066e+01	   5.6704539e+00	   1.4990588e-11	   7.3569520e+01	
   1.0552198e+00	   7.1224313e+01	   4.4865147e+00	   1.3326881e-11	   7.5710828e+01	
   1.1075399e+00	   6.4088175e+01	   6.3311362e+00	   1.2716750e-11	   7.0419311e+01	
   1.1643226e+00	   7.0319201e+01	   5.6874070e+00	   1.6489994e-11	   7.6006609e+01	
   1.2195344e+00	   6.5926180e+01	   5.7576758e+00	   1.0929246e-11	   7.1683856e+01	
   1.2728105e+00	   6.9336560e+01	   5.9619305e+00	   1.4635837e-11	   7.5298490e+01	
   1.3371403e+00	   7.0441587e+01	   6.6543393e+00	   1.4864080e-11	   7.7095927e+01	
   1.4096279e+00	   7.2258510e+01	   6.5028703e+00	   1.7320503e-11	   7.8761380e+01	
   1.4892952e+00	   6.7241003e+01	   5.9808527e+00	   1.2326219e-11	   7.3221856e+01	
   1.5715549e+00	   6.8618804e+01	   7.7433534e+00	   1.3349739e-11	   7.6362157e+01	
   1.6679787e+00	   6.4990290e+01	   7.9219491e+00	   1.3589111e-11	   7.2912239e+01	
   1.7746969e+00	   6.4190140e+01	   7.7865816e+00	   1.5057197e-11	   7.1976722e+01	
   1.8959897e+00	   6.3062877e+01	   8.5938780e+00	   1.2315477e-11	   7.1656755e+01	
   2.0652606e+00	   6.3159423e+01	   8.2595245e+00	   1.3779527e-11	   7.1418948e+01	
   2.3213392e+00	   6.4006837e+01	   7.8479486e+00	   1.0635677e-11	   7.1854786e+01	
   2.8362536e+00	   6.1760126e+01	   7.6485568e+00	   1.2232064e-11	   6.9408683e+01	
