   2.8389211e-01	   7.6532004e+01	   6.6919991e+00	   2.9935656e-11	   8.3224003e+01	
   3.9662526e-01	   7.5650479e+01	   2.4776877e+00	   2.7501069e-11	   7.8128167e+01	
   4.5977734e-01	   7.8002053e+01	   2.5009584e+00	   2.4092197e-11	   8.0503011e+01	
   5.1414402e-01	   7.4199086e+01	   3.4928555e+00	   1.8341101e-11	   7.7691942e+01	
   5.6175847e-01	   7.0190127e+01	   4.0028083e+00	   2.2117222e-11	   7.4192935e+01	
   6.0472657e-01	   7.2386565e+01	   4.5124758e+00	   2.0156014e-11	   7.6899040e+01	
   6.5527857e-01	   6.8078422e+01	   3.4597555e+00	   1.8020363e-11	   7.1538178e+01	
   6.9255777e-01	   7.1932098e+01	   2.6177203e+00	   1.6677200e-11	   7.4549818e+01	
   7.3375665e-01	   6.9389426e+01	   4.2162250e+00	   1.5969150e-11	   7.3605651e+01	
   7.7778030e-01	   6.9272889e+01	   3.8063290e+00	   1.4499223e-11	   7.3079218e+01	
   8.2487773e-01	   6.8165977e+01	   4.4602932e+00	   1.8443426e-11	   7.2626270e+01	
   8.7046423e-01	   6.9197374e+01	   4.4445908e+00	   1.7851625e-11	   7.3641965e+01	
   9.1129983e-01	   7.1020860e+01	   4.6637806e+00	   1.8531980e-11	   7.5684640e+01	
   9.5539365e-01	   6.6482199e+01	   4.4177215e+00	   1.3739318e-11	   7.0899921e+01	
   1.0017091e+00	   7.2991129e+01	   3.7040070e+00	   1.4262147e-11	   7.6695136e+01	
   1.0510151e+00	   7.0631280e+01	   5.8468561e+00	   1.2801132e-11	   7.6478136e+01	
   1.0986824e+00	   6.4129727e+01	   5.8081091e+00	   1.2993348e-11	   6.9937836e+01	
   1.1524769e+00	   6.5805704e+01	   6.3390869e+00	   1.2506029e-11	   7.2144791e+01	
   1.2103883e+00	   7.1031564e+01	   6.0361336e+00	   1.4851912e-11	   7.7067698e+01	
   1.2690752e+00	   6.9189213e+01	   6.2575083e+00	   1.4326458e-11	   7.5446722e+01	
   1.3326207e+00	   6.6226655e+01	   5.8630950e+00	   1.0193493e-11	   7.2089750e+01	
   1.4003450e+00	   6.1607081e+01	   6.7075828e+00	   1.2193117e-11	   6.8314664e+01	
   1.4751773e+00	   6.4989722e+01	   6.9028113e+00	   1.1595283e-11	   7.1892533e+01	
   1.5579625e+00	   7.0572275e+01	   6.3037546e+00	   1.2880412e-11	   7.6876030e+01	
   1.6565920e+00	   6.5620428e+01	   7.4106384e+00	   1.1885003e-11	   7.3031067e+01	
   1.7709242e+00	   6.5454694e+01	   6.5295505e+00	   1.1001018e-11	   7.1984245e+01	
   1.8966890e+00	   6.2779579e+01	   7.4253929e+00	   1.0861056e-11	   7.0204972e+01	
   2.0812534e+00	   6.4663712e+01	   6.8138330e+00	   1.2624312e-11	   7.1477545e+01	
   2.3088289e+00	   5.5732978e+01	   9.8388626e+00	   1.3602850e-11	   6.5571841e+01	
   2.8718754e+00	   5.9004912e+01	   8.5690681e+00	   1.8002570e-11	   6.7573980e+01	
