<FITC-A>: pMEK (S221)	<Alexa Fluor 700-A>: CD8	<PE-Gr-A>: ppERK	<Pacific Blue-A>: CTV-OT1
1984.95532	480.81662	22.6503315	858.406372
8898.43848	1489.53113	1911.46814	951.625122
1963.07935	633.925537	106.895844	7125.39795
7668.31592	291.658356	545.049622	4856.58643
1030.41858	116.065895	91.8009033	2361.19653
13503.6475	363.750214	1044.14905	915.659729
5837.54541	1570.07153	146.887085	1107.55872
505.455811	762.593506	90.339035	3451.125
2352.39941	549.198608	65.7506027	1898.24658
3182.98926	663.593628	70.6504593	4024.88525
10614.7012	2385.6582	1058.76904	7201.6123
14446.29	1993.72693	1593.31836	2942.93872
10081.2725	660.958862	187.277084	3446.50293
1297.22827	542.548706	75.0427094	3323.84937
16347.4893	771.578247	2058.05664	636.635742
1786.01904	2598.31128	1.45706522	2284.04297
6598.6958	888.966919	1526.90442	1528.20764
3330.80249	2069.08325	32.6494293	1039.05884
3677.78247	311.930389	0.516151011	7835.84277
8452.74316	306.195068	479.375244	3951.78638
1084.56677	195.11937	42.3077431	1260.28772
14733.1611	976.076233	1076.54004	4034.49463
15233.6104	2235.51807	804.854797	4075.84399
2577.7937	409.891998	-11.5850239	7420.70508
9715.13672	1168.59705	2239.67065	3665.30078
4173.16846	847.39325	369.087402	1158.44055
4168.35645	1531.79797	122.197334	4866.24072
800.590576	180.780518	6.14479923	707.922729
4731.01562	1708.18164	905.480896	3528.8916
1349.2627	234.942627	7.16240835	6729.74658
4772.66699	916.170166	290.027008	4444.83838
3724.44214	1133.85681	109.871788	4965.91309
9427.21484	1572.65833	1704.56091	10106.6875
7199.48779	548.940002	369.058258	2297.37915
13963.1143	1116.9082	1784.85474	4683.71484
7521.21436	521.341614	655.171936	3279.16821
9973.36914	2072.52563	157.813232	3736.49463
14234.3896	1202.16345	305.341461	4078.29321
923.915955	436.32489	63.8069382	1431.73999
27.1407471	1946.09155	-10.3633022	1367.36963
16263.1133	2909.07422	3173.69629	4337.50439
12472.0508	664.925354	1985.34241	1187.12061
3127.64526	725.57196	87.4493484	1575.94983
3550.61768	1478.00989	23.937706	2164.14868
16831.9805	2783.73633	2761.81519	1491.26672
1637.73254	1863.18372	40.6736412	2203.10522
16566.6504	1958.47205	1263.66858	7089.62158
995.575256	675.41156	20.9557266	698.033264
1676.28955	759.417114	106.256821	5524.73633
10842.2246	675.274414	580.551086	5006.61865
4502.64844	554.448669	355.503937	2559.41479
10516.5645	1346.5603	276.939331	2875.57104
10412.3936	1217.29065	209.812256	5989.12744
3419.31421	2351.64331	106.133095	4583.32129
16596.8809	3076.74292	578.519958	8215.13965
1041.58032	147.050705	-7.50195789	1439.80469
6445.5708	1393.08545	2157.77734	1455.59338
12933.7578	2629.82056	2605.91382	5225.80322
19273.5273	1224.26221	4159.59473	2808.92407
12071.9404	1424.50513	1059.85632	1285.55457
17896.9082	2139.88696	766.049011	3001.10156
2441.96411	2387.03369	98.9893188	1677.88672
12581.7305	1351.64807	1638.44702	1166.73108
10384.0068	618.330078	224.41655	2458.0874
1369.98755	1445.72522	81.900032	3484.36035
10337.6885	1419.41675	676.01886	4290.29736
6228.61816	783.246155	1185.64172	4267.90625
6319.0752	177.220016	358.345581	1930.60498
2029.79529	1810.1593	31.5631523	2733.27759
2461.37329	250.370483	154.702637	796.504395
11927.9932	978.129028	323.217987	5231.01758
11271.6338	1151.0498	1770.76184	510.222992
3287.42285	462.011963	398.569122	3764.58862
5893.74414	1067.06909	830.396667	1350.31555
5833.40332	1671.19299	123.646698	9068.89258
14074.1973	1726.5321	2273.29297	7196.89844
2812.60815	757.938049	-33.4336624	10822.6699
389.558044	2456.82642	73.7555389	12863.7715
12764.2939	4133.19678	451.07843	3034.01294
11840.7969	742.871033	218.029099	2627.38037
2761.16553	401.842346	65.5857162	1983.54675
4662.02783	1517.7804	89.421608	997.134033
5372.30371	1256.28735	492.553467	4108.88525
2157.10303	610.013062	33.0170708	3623.04517
9682.53613	668.662292	2256.15796	1164.35364
29089.5078	1107.34863	532.997864	477.08075
5049.77637	667.708191	117.101387	6502.15625
8923.07129	1359.02905	551.436829	3475.16992
2868.59497	1514.65149	-13.6573553	6988.12695
2855.85889	454.300201	223.02565	3435.6123
7612.82959	654.565491	1804.4585	932.025085
1279.18604	206.764603	38.5992317	1516.68896
2709.1123	448.214539	34.6428833	3820.81177
2155.12427	375.810822	10.9904757	3983.09302
2058.12158	59.3057785	-2.72400951	3639.62036
3574.79688	559.747498	361.111511	1900.96069
10498.377	2230.14648	1488.93127	2667.8606
16933.6914	768.946045	655.887939	676.407349
6989.3833	1043.32507	345.396149	4754.61279
1039.15356	145.08432	65.5671234	3029.59546
16612.0078	647.720886	746.110413	897.494873
19380.5996	1470.92273	2314.52954	1027.62097
8410.09082	1078.20728	142.885727	11081.3281
15957.4014	2333.13867	2562.42017	5385.00049
2727.80615	2135.33618	45.9179382	2934.44824
5985.65088	1516.82935	1301.15283	588.212402
1933.6416	399.006805	102.733551	1489.64026
1551.62207	1365.38049	22.7030678	5780.09814
13506.876	1669.98157	4553.03613	5420.61133
2320.78711	304.250366	-13.5641479	711.34436
6022.56836	615.999756	185.311493	5821.46094
3187.92969	607.439331	423.342194	3859.99512
4931.49316	1085.97644	232.522263	891.161194
1754.38977	75.3951797	-4.90641117	4781.2959
15199.0166	12344.5781	3177.55396	5747.54297
25184.9727	1806.10474	2907.00439	2510.74316
1580.59839	7.68196106	51.9118881	4388.45508
1527.85071	3023.23706	31.4914017	14735.0596
10134.166	2041.35657	3659.52148	2863.02466
109.155663	72.8981323	-51.2229767	990.631592
1443.54565	557.042297	11.3907585	2902.88013
8986.59473	484.469788	75.9205017	3399.93604
14298.2656	7055.04199	4054.14844	1932.37903
1708.78992	237.935287	15.739418	2387.86841
1856.08533	880.230408	72.4655914	2462.70923
7341.80371	1682.05566	540.878174	8068.89062
4063.96631	1393.27258	60.4816284	10274.7695
16816.7734	1126.82373	1672.33313	859.711609
9780.4834	1544.61792	162.422943	13478.4648
6357.1626	887.995056	141.198792	1202.87549
6963.33887	9421.36719	2276.09302	5990.98438
12301.3545	478.616791	3239.052	415.481812
5780.09814	808.393555	109.564102	6182.76904
6096.41113	269.291962	324.026917	561.065002
7320.34717	914.288757	1522.70166	3918.97168
4862.09863	478.199982	317.436432	2154.65137
10068.2988	1502.17542	4087.32715	4372.17236
19904.1289	2640.58667	570.862122	2017.22278
16262.4746	894.091919	2050.57227	4677.41504
7601.35938	1244.32007	1812.03748	9914.54492
5447.68848	1064.39685	189.30867	4787.73779
1446.31714	351.956512	35.1699562	4362.08643
11390.2188	843.758179	1683.32263	3445.88086
3182.1189	2964.0813	34.1942558	12372.3633
8101.64258	1123.85413	1720.02124	1028.65942
5071.1001	848.285889	962.699036	906.523254
1371.95605	373.969879	-17.1385574	12375.667
6304.70703	2102.71582	232.783951	4625.25586
9657.73828	2462.4187	1617.6897	5403.66455
15857.4541	1162.78845	2428.98413	1747.14954
2728.36768	320.459747	51.7881775	2002.98657
4179.83984	605.699036	79.1983643	6189.62744
3620.18408	1430.6748	51.3591042	4296.55713
11294.4463	1767.06189	2381.93408	4843.56104
782.775269	1958.33057	30.3081207	2745.08472
8062.4585	1025.67712	1681.21753	3187.32568
13093.9268	1710.70654	1006.41541	3692.91895
4052.12549	1811.34656	455.394165	1781.14905
4562.51318	766.935608	1600.82532	4198.82568
2147.76099	2527.85547	977.092102	1781.56946
3209.43579	459.408691	43.1496239	5910.9624
1176.68372	827.365906	8.60407829	2361.00098
17013.1152	735.067627	3551.96411	1648.50024
7819.47998	1180.95813	3979.85913	3832.51245
4106.93848	1291.53467	129.342682	10109.1875
18136.1914	622.589905	716.517578	4001.37866
4708.84619	1363.97583	574.792603	5358.38916
9576.12402	1410.54932	347.78244	2133.19727
14130.4775	997.055542	1789.01086	1480.21619
14796.5869	1181.5249	2271.17725	3284.02344
9295.3418	721.36908	1287.60364	2223.40967
10082.4326	590.946594	1663.32483	2259.5686
-96.5203018	415.062408	25.6571426	2990.84424
7399.73486	536.617004	430.204529	848.742371
4646.50928	1902.42957	87.6539307	5098.78857
5579.7915	446.926727	564.432678	4260.89307
13736.6709	1987.40747	3037.46582	6402.11719
12787.9648	2045.146	2103.15186	4067.96826
8345.42578	1206.40417	1603.7915	4928.92822
2649.76953	1225.20264	85.2003632	707.93512
7178.67188	705.3302	342.625977	6793.63379
25237.9238	2827.41992	1552.7572	3188.96704
2561.33325	1229.87451	-1.80050147	8318.65527
10911.1787	694.274536	380.936096	2188.71729
5617.37842	621.928833	248.793137	598.198425
15165.7002	1015.4494	3238.72119	1900.50867
1703.10425	1227.82031	-16.2217045	2668.74756
8672.99902	1466.31677	987.454895	3163.34448
1858.31909	2422.36743	117.264671	8589.08301
17414.459	1400.44189	1530.89734	713.357483
8687.01855	529.92926	100.409843	2976.604
2029.05273	948.117126	146.435043	1195.40955
2231.35986	1388.23376	70.0760422	2904.07544
2642.354	234.918716	89.0656281	1474.87158
16106.165	3645.73657	4141.52637	5588.62744
6956.12842	342.929962	406.69281	5106.66992
7929.59668	2715.64038	1471.11926	6159.35938
9949.15527	1010.30542	2363.54346	1017.74408
2936.1748	661.106934	33.3503914	4925.53223
1113.94055	245.711304	-10.9634104	2952.1311
1684.90698	1196.41833	107.786438	5285.66504
21910.4277	1236.6604	513.48175	2840.9165
2877.729	1438.3999	45.8189697	2948.58984
1124.16174	590.491821	49.1001091	3181.83789
4148.73145	780.924438	87.9456329	3571.06519
6884.15088	1977.71118	115.332397	11176.1289
5252.09277	1682.91895	2124.85571	6497.95361
1141.84241	116.192863	54.3305092	1132.57898
642.156128	165.495728	-12.0804329	3383.21265
4209.19971	1429.2323	749.893372	1865.72791
3013.00879	1270.98181	3.23864722	5536.98975
2773.3877	521.647034	95.501091	4227.34424
15784.375	1609.70105	1779.08594	2934.99048
12553.0664	2089.96509	199.983932	5024.08203
16973.3945	1378.92029	571.912354	819.170715
5535.43457	365.912567	500.005188	1764.56628
11317.3086	880.263611	1584.36536	2705.59619
2183.87158	1405.41223	92.3007965	3147.98877
2006.69006	1439.01819	42.0733337	981.567505
2243.85742	965.033264	80.7194519	2090.13257
3552.98975	1299.79065	28.0665398	6700.04785
2173.55469	2257.32739	36.9623413	6319.67139
2693.14624	812.822083	6.3285799	10105.9326
9029.55469	3136.71118	301.368164	6847.11377
8431.55469	823.187134	234.56575	1819.4884
2047.04419	1483.57373	29.2547054	735.959839
3375.98364	472.857483	0.542428493	8239.12402
10234.9004	1971.30591	361.867249	3765.87134
13780.5	952.691895	1207.54016	2701.66846
26994.2734	3040.79883	2093.31348	2089.9082
3065.22144	621.745789	-12.1711302	6764.01807
4759.30225	1716.73389	675.42334	2543.15552
8507.83398	692.429932	1007.15491	1217.43542
2938.68652	886.662842	82.1404037	4173.83984
4574.75928	1595.12012	82.7755356	8102.57666
619.317566	1166.12634	31.2152634	6709.0415
13664.0762	1578.90906	1800.1217	2694.6499
3785.33838	560.648438	492.274567	4287.92529
2631.7522	1812.5177	39.3055763	6860.84473
9637.46191	2584.81323	239.143158	6697.8291
2619.97192	241.030762	25.7657032	1905.74707
9410.54004	2892.31641	363.334351	4421.48438
1807.46838	927.7276	38.6804886	1048.56348
1510.07495	658.4104	118.999016	3796.44409
7383.8877	819.73584	1397.55627	930.209473
4036.73389	358.23703	526.48407	3923.54761
8788.49512	377.652802	551.69458	4934.11523
1254.47437	408.26767	51.4831848	3078.31616
9586.37598	1521.80957	2202.64771	3041.44067
5231.97021	435.05542	526.992249	1826.96582
1241.63708	772.915283	104.064766	2758.33643
5696.854	1394.12903	1571.9397	2717.30103
13791.7773	1480.40161	1058.98657	4430.94092
366.879822	314.638153	54.0917664	582.446594
17801.4258	563.394775	1246.44751	3690.68262
6077.20264	629.964661	955.933716	2742.24512
9335.25781	572.515869	167.45752	6159.10498
707.039368	1537.19299	59.5917625	3242.58179
13131.9814	1202.62305	1177.69775	3479.95361
10629.2861	1013.02264	1931.23792	687.455017
18405.2539	1818.62842	2849.7771	8201.89062
7532.64062	1239.07312	1619.93726	541.339966
2550.4248	1355.90698	175.335541	1729.7489
1471.04602	962.009033	236.955444	1800.19299
8009.09082	2575.2356	93.6121521	9466.1416
8873.92383	564.396912	70.5510788	6262.5918
5153.7417	4167.40723	265.92984	8927.00391
2887.31152	1621.12964	56.5950623	11258.793
1980.09888	1268.62854	44.8662109	2177.16382
4232.03271	1211.40723	80.277916	4407.96191
6931.88916	270.88974	160.396271	4569.90283
7748.05615	1666.82385	1382.96313	3988.45142
13464.708	1904.5293	2088.79175	1985.72009
2332.45801	2220.03198	21.621645	7464.71631
14501.4521	775.337585	1218.37952	3922.14453
2358.55469	992.896362	81.0096359	2046.36719
3515.10962	680.73053	74.8525238	3397.08398
12112.0518	452.41803	1194.22461	4220.40039
3496.69287	756.560791	545.229858	5542.37598
5293.00586	476.118103	331.989105	2640.18726
2368.63843	733.468262	207.675003	748.703369
17471.4473	1104.62634	980.567444	7963.60742
658.056885	510.653778	-47.6915131	5014.89795
1206.85474	645.884827	-30.8131218	8880.00781
24686.4434	2034.07568	4980.43555	6121.94141
1116.6377	643.404236	38.3473511	4750.58545
2265.0769	595.643738	-45.8039093	1363.81738
14766.666	1613.67029	564.634338	2758.6355
1636.58313	167.358749	33.9159508	5893.16309
707.057678	242.490417	134.972977	3350.57227
7268.18555	854.370117	1910.97534	5081.10107
6512.59424	553.619934	89.5849762	512.843872
14240.3262	1054.5459	1445.26624	4991.10742
3385.99731	1024.29236	1043.80286	698.618469
17168.0918	1493.35767	2194.68921	6588.37402
7977.08887	940.6073	222.666672	3945.48438
8233.53418	1511.36707	830.976318	3025.82935
2630.30298	490.456635	25.5165997	3451.77759
1181.40088	711.077087	342.988739	1790.29749
8660.47949	1762.604	1901.07886	5453.20166
2913.88062	846.003479	883.485413	3003.23511
7568.97168	1501.34326	1267.41541	2126.95264
-87.0181885	338.057129	-16.8392487	2104.56421
990.041809	645.451782	32.3341179	2487.09619
1752.91345	1073.29175	243.172333	2047.58765
2752.7334	374.238251	100.44854	1820.40759
923.194336	515.543152	96.9324112	1655.11987
4160.59912	901.554016	706.856323	7760.53955
3860.99658	3648.34473	40.9531708	14963.9443
4231.94824	1195.58093	95.0322571	5048.5415
2137.63525	686.402161	23.1997013	4171.46191
4374.64355	268.788208	322.74411	1958.07446
25946.9863	1595.56311	1004.14185	7757.24902
7484.25146	579.685364	551.51001	1864.05127
13143.7842	1836.73364	3124.60938	1571.30591
2710.05981	1385.57214	280.807373	1930.89844
19715.6758	2110.0437	3041.51904	4438.42822
16922.8613	2330.62866	576.413147	1768.25623
2923.33057	617.733887	336.537506	1177.01575
17493.6289	1543.41589	2383.11353	1673.91052
1522.55249	1221.08154	151.494843	3100.49072
4426.38818	732.014099	425.684113	5286.61768
114.189957	1026.42554	15.554965	1440.72363
14309.9609	1130.99744	207.673401	718.201477
2508.12769	1076.36902	695.388	916.396606
6503.94873	325.336578	72.0913544	838.4823
-89.0892868	790.158691	-0.550444424	3285.76855
16712.2676	1093.14746	2355.93506	649.353516
6510.1582	2090.89062	207.058121	10135.6299
4310.11084	1461.05554	14.3266239	9928.70801
5237.73242	1691.91321	172.487122	10457.748
236.074097	229.546173	16.5658855	2980.88696
1846.44495	1465.63464	-12.6450481	3584.12622
26648.8867	2670.22021	3272.89575	1612.78357
11401.165	2430.1106	1929.14233	2937.01099
8469.11719	2318.2688	583.714722	9012.28906
5092.61035	757.531189	320.889771	2022.74963
9275.33301	1661.89136	147.230164	5867.09863
2324.47778	382.829102	14.3610754	3627.7981
3906.37207	785.459961	148.908066	1448.91394
11211.6621	1758.33923	3832.22827	2676.89648
21638.6562	5563.89893	4551.00391	13267.2744
8668.60742	545.365967	212.474411	1531.61072
7560.44971	457.979431	739.161865	5664.42139
17140.6074	659.886597	390.864319	1556.73376
1564.42285	3058.39014	69.11409	6746.26416
1392.4447	302.915588	16.4613018	6078.49609
2404.89502	562.41394	43.0590363	2434.17163
18876.4551	713.740479	1279.08179	1165.82056
4509.70654	846.088257	1595.50879	2212.25928
12578.499	474.84198	1549.91064	2132.16943
30.599081	24.9811249	71.5426331	992.987
6370.32275	1579.96045	173.243393	2022.31384
8660.86523	663.144043	1155.73621	1611.24353
6111.37744	1014.97076	1314.49573	997.193054
16265.1094	833.340393	473.732849	2313.37964
3907.83423	1923.25427	46.3750877	3417.06714
6780.2373	795.132324	99.6760712	2136.16211
979.873718	1150.88513	96.5615997	1034.52979
1184.22998	444.7229	-47.845356	5499.04102
4683.28369	485.588287	492.948792	4368.33691
598.313965	717.362061	131.28006	998.666626
14606.1074	968.620056	432.328522	841.100037
8552.86719	3028.10425	156.650558	3845.21924
5767.1084	567.123413	64.4963608	9630.89551
21227.1035	3185.1792	914.415771	3868.66382
1879.56641	1544.6333	46.03228	2883.6731
3830.63818	2035.84094	181.200546	7794.99463
2717.52563	615.514587	239.330811	3744.12744
4478.35205	780.546326	54.9522743	3979.70776
21820.6895	1337.78015	1421.6001	8419.42383
2484.71753	454.453888	-8.35531616	977.584167
636.890991	151.195694	44.1175804	6678.67627
7107.89209	2626.38867	693.345215	5441.87744
14587.1631	1691.69092	2273.53003	1389.05066
12759.1045	595.913208	929.561218	2879.54199
494.00061	217.647812	4.88510895	6009.32666
13626.9092	1882.54871	3321.1189	2638.40088
1525.59204	70.2651978	56.0952644	1623.33862
191.571075	544.648865	31.945837	6113.58057
664.600525	414.709778	125.980042	684.863403
18304.5762	2753.44897	3607.82861	4595.22607
4650.37842	694.895996	55.1718178	7066.62939
1372.93201	2201.5564	8.34132481	5941.20996
3381.02515	588.284973	694.759521	1882.92285
15327.5879	1184.95398	1729.17371	4589.15576
1653.67175	807.761963	366.206726	718.988464
1540.79907	1810.3678	22.8648205	1158.14722
1852.86145	1369.44922	836.124451	3600.24536
13856.8369	728.100647	1963.62085	1190.84436
4870.86377	2198.40088	497.678131	3021.1853
10450.7119	1078.81116	464.587799	822.929871
15707.1133	831.56134	2206.49683	3180.61743
1920.68982	4970.21777	57.1595268	5121.9668
13926.54	2112.73047	3886.77344	4046.16968
13958.3145	588.721558	297.614441	1477.55237
2433.97974	245.692383	77.0098953	3719.50757
1389.10181	358.291107	-1.97086978	5964.60596
20878.1172	1901.61304	2831.23657	917.628479
12540.1963	1494.08496	4338.17041	1770.33838
908.961121	753.639832	16.0930176	1642.71863
12236.7275	1340.32922	1966.16028	905.370667
6775.8999	1297.34302	529.432861	2970.4563
4385.32178	4838.56934	202.251205	10255.1279
17682.0449	2114.26904	1095.65125	4252.77637
15576.1807	1637.10962	1858.91162	7409.70312
17078.3066	740.364807	1633.2196	3962.40723
24609.8125	2047.3396	2637.88184	2374.10596
3577.28174	1069.51685	87.026825	4140.78711
9698.98633	2402.06958	232.070007	7125.41553
5118.55469	2553.78979	767.210266	2037.15295
1468.83813	1409.88171	145.851105	9223.08203
2369.45483	591.999512	30.5575027	1350.1217
597.452271	452.14624	-8.04663849	604.312439
3340.57837	640.18573	56.0632706	7192.54932
4807.29346	352.753632	220.297791	1289.6311
-110.510803	463.934692	58.5750771	1496.96985
9357.09863	1113.28113	422.359802	5801.25586
1622.44678	402.616486	48.3844528	2052.99561
4523.99707	2534.98779	1409.4259	2583.26929
19441.1055	3732.90039	463.375946	5045.80127
3424.8374	1225.49646	74.2029877	3943.92188
6206.19482	861.106812	1290.53894	10415.1973
4261.75342	3754.55908	134.519058	1994.3833
1088.63135	322.414062	23.8033047	1503.65356
7978.86572	829.548584	105.463303	2689.65112
2020.89441	867.724182	202.421219	11078.5283
3462.69824	1831.12598	586.071899	6009.66357
4199.2041	543.309021	127.879288	2933.12646
2266.74536	960.77887	14.7125149	2393.37549
1196.32959	217.666992	46.8852196	3281.13184
4629.79395	555.942139	391.879303	923.507446
1406.38159	2709.44604	103.76799	1201.36292
6082.75439	1650.49792	2192.42993	3592.23828
7352.54346	429.632263	163.56691	1172.77905
9709.38281	160.25235	470.097076	442.696045
-0.861476183	120.26339	61.3664894	1628.31433
6730.51318	1298.27576	1302.85083	864.960999
22059.3848	4365.53662	5480.59717	6823.82812
174.778198	180.466507	40.6873779	2096.83398
4991.40723	402.16983	509.902222	1254.36133
1104.01489	561.746521	-42.497406	11393.251
14291.6152	1266.71118	1708.80713	3828.38745
2378.34204	2299.27686	603.655701	7118.59277
1517.57104	2006.75427	81.9954834	3476.66748
19891.7852	1794.88708	380.333191	1896.88354
8978.74023	1471.28564	363.913391	699.319336
759.469604	453.413696	38.090065	4512.48291
3530.46729	1973.86035	57.2571754	8215.20996
4332.34521	856.450867	-19.0275097	6025.12109
1247.922	168.849365	-48.8270683	1187.58691
2104.9043	320.52832	-13.8901377	1142.40613
9357.25293	1030.44531	1441.98145	1247.63757
4895.4375	2104.67798	128.282425	5263.81104
18299.4277	713.273315	2333.34155	1026.36243
2027.0249	1121.38965	-12.8064728	2161.47998
694.685181	1025.7887	33.8381958	1988.52759
19401.5918	682.24408	397.459503	1039.74609
3579.01855	426.79718	117.903587	959.46936
891.212097	106.828651	-14.1160231	2208.63208
9732.11914	942.925537	1714.00708	3709.56079
21035.6152	1663.56885	3959.08423	6226.27588
15364.9756	742.446106	787.110962	3998.99292
4968.71143	651.699402	525.098022	792.619202
4512.76367	337.359985	94.7437286	1605.95044
10717.4619	1069.96375	2528.90894	1012.4187
19004.002	887.019287	1983.1366	1645.67529
2121.6272	1566.35266	28.9482841	1468.20679
4857.33154	998.473633	201.26947	3380.57202
2310.12378	763.218689	46.5351295	2411.06372
12109.7725	1025.06323	887.985413	1945.07336
1181.69482	1579.84277	-13.8918467	7022.43896
11231.6582	903.693359	1452.19751	1274.28333
2839.85693	384.273621	65.4186172	2392.2417
22887.3535	1271.46826	2586.28296	9996.08301
266.157501	198.290619	423.970795	1137.30408
12304.0234	980.030823	2866.15869	1798.9624
1944.9906	354.623444	83.2739716	1970.08899
5460.25	1444.70422	136.847641	3951.71704
7817.21387	1087.80676	1175.09155	3961.04004
812.641846	420.535492	-8.68723392	12342.9004
23634.0762	1356.82007	1616.73145	4604.38184
15512.3223	3297.58081	408.006683	4453.68359
13372.5166	636.512756	684.084961	972.38446
6784.14062	1462.72095	81.0007172	10118.7881
1717.85547	383.347351	-7.61208296	1481.50867
5569.86377	2525.18994	804.341736	3273.62915
19427.4043	3020.32715	2516.44824	5468.71289
1024.61584	463.110321	44.1857758	4145.04883
4321.7666	1223.8689	33.3969688	2602.90967
3367.07397	1137.10779	91.8892822	3068.05566
8278.23438	930.776306	190.588745	2173.66309
1455.82251	206.770111	39.9671288	2005.32092
7062.56445	1350.76306	107.44677	1341.95691
5175.88965	1797.58447	92.5329666	5526.75098
691.103394	217.703201	12.0162363	7086.52637
1694.94214	765.836182	86.0286255	1049.68457
11337.8789	3391.0061	328.28949	9539.25488
9070.58105	488.363953	1058.17725	719.164551
4921.46924	1200.77649	921.425659	890.064819
9574.04004	1096.94507	326.281982	3442.23584
5707.18555	1656.26819	82.0051498	4732.7915
6383.09375	491.234406	904.048096	759.468323
12725.0967	1619.08618	598.284607	7307.09766
7735.52246	1163.84863	1517.64941	888.261475
10394.9307	1006.55371	763.849609	1532.29724
3360.95386	1246.54309	775.649475	2853.64893
1198.50134	574.224243	18.5068722	4746.73145
2874.65015	612.483093	225.980896	1001.78668
1961.97083	64.3495407	77.3929901	7797.50684
7134.96973	551.153381	894.212036	4241.36523
7699.22949	931.418335	62.3443642	3382.14917
2609.62207	1164.71008	81.8046646	1779.03235
4047.54248	1766.23987	7.08824396	13406.8877
9988.59668	799.49231	687.588257	1552.9668
6919.47998	415.118256	484.756622	5825.92969
6772.36572	523.652466	512.598694	1395.31055
5276.29199	1349.38562	24.3924179	9324.78223
11227.7285	1599.0802	1013.06171	1833.11133
9496.05273	1913.37622	196.372177	5358.31104
1988.44849	328.838135	-28.8692665	5436.69971
5614.25537	670.670654	435.497345	2390.29858
1230.84827	669.70636	87.6281738	4324.47607
918.279419	209.191132	6.48734045	2044.29468
1287.60889	3.79630136	6.58811903	1004.24109
17243.8457	2100.83496	1929.88904	2889.60522
6559.12842	487.718567	875.870667	1474.31665
1115.32935	566.822998	-13.4676371	3779.54907
9665.32617	1426.19104	2206.56372	1088.37512
45366.7344	3833.15259	6466.61816	4639.8667
719.166565	980.280273	65.559761	3656.86133
11565.0127	584.835876	966.016479	6351.18994
8589.73438	1332.10303	1517.51672	3921.64917
7172.48779	379.504272	492.433716	6878.17041
5758.60498	336.599854	109.661057	2657.00928
1958.25879	985.710266	70.7278976	1991.1676
3441.80469	964.171082	23.1464939	10498.3516
934.62616	919.034851	0.209209755	3849.3418
17484.5098	1482.36877	1840.38696	2624.96875
1059.70288	703.021301	11.9221897	1000.04163
4199.51611	1751.28992	489.529541	5216.09229
9971.5459	3668.20996	1885.25208	1989.67297
3791.95776	1158.26123	13.0838079	6810.79639
10453.7441	2019.89441	1748.18066	6463.20068
2354.11255	204.965378	4.33203459	2447.65088
7192.3999	1620.46912	977.700439	4118.15723
1681.37488	90.9960785	46.3933449	10106.7178
657.866089	256.182159	-24.7576389	1288.14258
7731.83838	688.703247	166.165588	5175.56006
3724.85571	4084.3584	293.425995	4735.87109
4016.29346	873.287537	254.682541	5763.62744
11129.3457	2217.48926	1208.35791	6160.90186
3521.01953	807.318848	543.779114	6237.22705
3667.21997	844.436401	1015.86084	727.521545
4288.24951	543.818909	836.833618	648.593323
21367.9961	1633.23596	331.227478	8899.72852
2151.13818	1023.42657	29.0984268	2254.12231
4529.53809	1082.11462	1686.36035	1086.06104
1353.65417	2178.09839	34.8956566	3737.646
1037.95618	214.419708	11.7749977	589.899841
2990.68262	256.899231	33.7689781	703.035156
1638.99329	210.289154	76.5664825	1448.53699
1481.48267	850.873535	-14.5684624	1309.64502
9583.83496	809.784485	76.6961594	2118.41846
414.726562	620.883301	-36.4090157	999.727478
3069.52539	378.626678	176.147034	8831.11621
5711.95996	290.000519	542.692627	987.823059
8045.06982	1108.0957	315.382294	6187.21973
4171.91113	3809.2959	107.272812	11266.1211
5703.80566	841.543091	801.481689	7288.98438
19656.332	1720.65637	1444.44055	4979.27002
1503.82202	557.009155	80.3909302	3639.18433
9627.7832	2105.85791	1023.59729	4328.57129
4091.28735	1956.73914	1338.48853	4786.48193
18195.4434	863.41394	414.311523	821.427429
10786.3887	1938.8241	1888.32178	2535.46899
5754.51807	504.568054	121.803665	1069.45764
973.17395	2197.04102	40.9086227	1731.54175
7017.81738	874.556458	1137.50488	1687.66003
4347.08984	903.8302	1347.51135	5017.30518
1507.3562	778.292786	49.7835388	9961.05469
3691.03857	2940.43677	76.1403809	8863.55664
2675.99121	194.640457	50.4079361	1098.16809
4200.0083	619.40271	89.2080078	3410.2937
14997.7773	891.732727	1271.45715	4645.09131
3650.81665	316.112396	205.804825	2592.45728
3947.79736	663.091553	280.074829	1884.02954
5248.68848	599.006836	1028.89844	1154.25647
249.883423	975.33606	22.7198906	2949.96411
5395.06592	1278.08118	99.4433823	1948.77173
5815.99902	926.704102	172.710022	5506.07715
14388.9775	1068.78918	1847.79382	3655.33032
8003.45264	1250.37708	1447.44397	581.56604
982.398682	136.706268	-16.8744297	4207.10645
1171.35864	435.0802	202.86171	3154.92432
9005.67188	930.799255	246.408279	4965.64795
16720.1504	1689.13196	3649.36426	1394.17383
15823.2607	1730.27917	1140.91223	2535.75342
7863.70312	611.969299	1315.34375	591.438721
998.161194	382.62915	51.17202	2860.58423
20133.6758	3222.49121	925.281006	2311.79321
14367.5049	630.487488	694.03595	1124.57861
5009.21045	914.337341	2130.83911	4000.646
3133.20508	387.571198	56.2896957	3288.12646
24345.8965	1053.8728	385.003387	3458.08472
1069.30212	362.91687	-3.53820372	1263.83533
5772.00146	1105.87329	281.584991	788.147522
